companyId,companyFullName,companyLabelList,companyShortName,companySize,businessZones
22360,深圳旺金金融信息服务有限公司,"['绩效奖金', '五险一金', '弹性工作', '节日礼物']",投哪网,2000人以上,"['香蜜湖', '景田', '莲花北村']"
95534,优车库网络科技发展（深圳）有限公司,"['年底双薪', '股票期权', '专项奖金', '带薪年假']",优车库,15-50人,"['益田村', '保税区', '皇岗']"
16831,武汉佰钧成技术有限责任公司,"['带薪年假', '计算机软件', '管理规范', '定期体检']",武汉佰钧成技术有限公司,2000人以上,
63808,深圳赚友科技有限公司,"['节日礼物', '技能培训', '股票期权', '绩效奖金']",友钱,15-50人,
148625,嘉实金融信息服务（杭州）有限公司,,嘉实,150-500人,"['车公庙', '下沙']"
40014,美的集团电子商务有限公司,"['导师制', '带薪年假', '年度旅游', '岗位晋升']",美的电商,2000人以上,"['科技园', '科技园', '大冲']"
133906,宇宙世代信息技术（深圳）有限公司,"['年底双薪', '交通补助', '午餐补助', '定期体检']",NxEra,15-50人,
55032,Fomax,"['技能培训', '节日礼物', '年底双薪', '带薪年假']",福亿财富,500-2000人,
48387,深圳市云智数据服务有限公司,"['股票期权', '绩效奖金', '岗位晋升', '扁平管理']",云智数据,少于15人,"['科技园', '南山医院', '大冲']"
137750,深圳百果园实业发展有限公司,,百果园,2000人以上,
136459,深圳海妖科技有限公司,,海妖科技,15-50人,"['桃源村', '华侨城', '深圳湾']"
102341,宇龙计算机通信科技（深圳）有限公司,"['免费班车', '股票期权', '专项奖金', '带薪年假']",酷派集团,2000人以上,['西丽']
91788,深圳前海俊拓金融服务股份有限公司,"['节日礼物', '年底双薪', '股票期权', '带薪年假']",俊拓金融,50-150人,"['科技园', '深圳湾', '南山医院']"
47871,北京微思敦科技有限公司,"['五险一金', '绩效奖金', '交通补助', '通讯津贴']",微思敦,50-150人,"['科技园', '深圳湾', '南山医院']"
29824,众安在线财产保险股份有限公司,"['平台大', '发展前景好', '帅哥多', '通讯津贴']",众安保险,500-2000人,
106483,智互联（深圳）科技有限公司,"['带薪年假', '通讯津贴', '弹性工作', '节日礼物']",智互联,50-150人,"['海上世界', '蛇口', '招商大厦', '海上世界', '蛇口', '招商大厦']"
35996,顺丰科技有限公司,"['技能培训', '节日礼物', '带薪年假', '岗位晋升']",顺丰科技有限公司,500-2000人,"['南油', '后海', '科技园']"
61825,边度网络科技（深圳）有限公司,"['股票期权', '带薪年假', '扁平管理', '岗位晋升']",Bindo Labs,50-150人,
44875,印孚瑟斯技术（中国）有限公司,"['节日礼物', '技能培训', '免费班车', '岗位晋升']",印孚瑟斯,2000人以上,
7099,深圳市宁远科技股份有限公司,"['年底双薪', '技能培训', '节日礼物', '绩效奖金']",就医160,500-2000人,
113113,美的集团财务有限公司,"['年底双薪', '带薪年假', '午餐补助', '世界500强']",美的金融,150-500人,
739,深圳市葡萄信息技术有限公司,"['节日礼物', '绩效奖金', '年度旅游', '帅哥多']",葡萄公司,50-150人,"['科技园', '南头', '科技园']"
64481,深圳市凯立德科技股份有限公司,"['技能培训', '节日礼物', '年底双薪', '带薪年假']",凯立德,500-2000人,"['车公庙', '香蜜湖']"
66099,深圳市启明星电子商务有限公司,"['带薪年假', '弹性工作', '年度旅游', '五险一金']",启明星,150-500人,
115131,深圳市前海乐富电子商务有限公司,"['股票期权', '交通补助', '午餐补助', '美女多']",乐富购,150-500人,
6927,广东欧珀移动通信有限公司,"['丰厚年终', '扁平管理', '追求极致', '本分']",OPPO,2000人以上,
85965,深圳市商汤科技有限公司,"['节日礼物', '年底双薪', '股票期权', '带薪年假']",SenseTime,50-150人,"['蛇口', '南油']"
76890,天津利安达贵金属经营有限公司深圳分公司,"['技能培训', '节日礼物', '带薪年假', '岗位晋升']",利安达,150-500人,"['蔡屋围', '宝安南路沿线', '中信广场']"
22788,华安财产保险股份有限公司,"['技能培训', '年底双薪', '节日礼物', '落户办理']",华安保险,2000人以上,"['购物公园', '新洲', '香蜜湖']"
87268,深圳泽贤企业管理咨询有限公司,"['带薪年假', '年终分红', '五险一金', '午餐补助']",泽贤,150-500人,"['科技园', '南山医院', '大冲']"
1720,深圳市万兴信息科技股份有限公司,"['免费班车', '股票期权', '骨干配车', '创业平台']",万兴科技,150-500人,"['南山医院', '科技园', '桂庙路口']"
38075,招联消费金融有限公司,"['节日礼物', '技能培训', '绩效奖金', '岗位晋升']",招联金融,500-2000人,"['科技园', '科技园', '南头']"
7461,杭州有赞科技有限公司,"['全员Mac', '工程师氛围', '弹性工作', '妹子颜值极高']",有赞,500-2000人,
113576,深圳三代人科技有限公司,"['绩效奖金', '带薪年假', '定期体检', '股票期权']",三代人科技,150-500人,['科技园']
5634,海南海航信息技术有限公司,"['五险一金 ', '交通补助 ', '带薪年假 ', '定期体检 ']",海航通信,150-500人,"['科技园', '南山医院', '南头']"
4772,深圳极简网络科技有限公司,"['绩效奖金', '五险一金', '带薪年假', '定期体检']",VST,50-150人,"['科技园', '科技园', '南头']"
3060,华为技术有限公司,"['技能培训', '节日礼物', '股票期权', '绩效奖金']",华为技术有限公司,2000人以上,['万科城']
2850,深圳市泰久信息系统有限公司,"['节日礼物', '技能培训', '绩效奖金', '年度旅游']",深圳市泰久信息系统股份有限公司,500-2000人,"['保税区', '益田村', '皇岗']"
14563,深圳市有信网络技术有限公司,"['绩效奖金', '股票期权', '年底双薪', '年终分红']",有信网络,150-500人,"['科技园', '大冲', '深圳湾']"
140093,飞马大宗投资有限公司,"['年底双薪', '股票期权', '专项奖金', '绩效奖金']",飞马大宗,50-150人,"['香蜜湖', '车公庙']"
148748,深圳市钱程密码投资有限公司,,钱程密码,50-150人,['西乡']
83068,武汉佰钧成技术有限责任公司深圳分公司,"['技能培训', '节日礼物', '岗位晋升', '管理规范']",佰钧成技术,2000人以上,
117324,深圳东方创银互联网金融服务有限公司,,东方创银,50-150人,"['购物公园', '岗厦', '福华新村']"
36487,华通科技有限公司,"['节日礼物', '免费班车', '带薪年假', '五险一金']",华通,500-2000人,"['科技园', '科技园', '深圳湾']"
136215,深圳深信金融控股有限公司,,佳兆业金融集团,150-500人,"['人民南', '火车站', '国贸']"
11885,深圳世联行地产顾问股份有限公司,"['五险一金', '通讯津贴', '带薪年假', '年底双薪']",世联行,2000人以上,"['科技园', '大冲', '深圳湾']"
3956,深圳市盖威科技有限公司,"['绩效奖金', '五险一金', '交通补助', '带薪年假']",盖威,150-500人,"['科技园', '南山医院', '南头']"
89077,深圳市爱商在线科技有限公司,"['技能培训', '年底双薪', '绩效奖金', '岗位晋升']",爱商在线,50-150人,
134042,海致网络技术(北京)有限公司,"['股票期权', '交通补助', '带薪年假', '定期体检']",海致BDP,150-500人,"['科技园', '桂庙路口', '南油']"
24980,东方网力科技股份有限公司,"['弹性工作', '股票期权', '绩效奖金', '扁平管理']",东方网力,500-2000人,
120668,深圳市前海拾车道信息技术有限公司,,前海拾车道,15-50人,['科技园']
96963,深圳问世科技有限公司,"['技能培训', '年底双薪', '带薪年假', '绩效奖金']",问世,15-50人,"['后海', '南油', '科技园']"
25467,深圳市喂车科技有限公司,"['节日礼物', '技能培训', '妹纸美美哒', '岗位晋升']",喂车车,150-500人,"['科技园', '科技园', '南头']"
32919,Moody's Analytics,"['技能培训', '带薪年假', '绩效奖金', '岗位晋升']",穆迪,2000人以上,"['岗厦', '购物公园', '福华新村']"
22529,深圳市顺电连锁股份有限公司,"['技能培训', '节日礼物', '年底双薪', '带薪年假']",顺电,2000人以上,"['东门', '火车站', '留医部']"
105664,诚迈科技有限公司（深圳）,"['节日礼物', '带薪年假', '绩效奖金', '年度旅游']",诚迈,2000人以上,"['科技园', '大冲', '深圳湾']"
384,深圳市彬讯科技有限公司,"['股票期权', '五险一金', '带薪年假', '节日礼物']",土巴兔,2000人以上,
75157,深圳市神盾信息技术有限公司,"['专项奖金', '带薪年假', '绩效奖金', '通讯津贴']",神盾信息,50-150人,"['科技园', '科技园', '大冲']"
147331,广东粤数大数据有限公司,"['年底双薪', '股票期权', '带薪年假', '定期体检']",粤数,50-150人,"['前海', '南头', '科技园']"
43545,深圳市雁联计算系统有限公司,"['节日礼物', '技能培训', '带薪年假', '绩效奖金']",雁联计算,500-2000人,"['岗厦', '福华新村', '莲花三村']"
107224,深圳谷登科技有限公司,,深圳谷登科技有限公司,2000人以上,"['购物公园', '新洲', '香蜜湖']"
25317,深圳市金证科技股份有限公司,"['激情的团队', '股票期权', '努力变大牛', '有舞台给您跳']",金证股份,2000人以上,"['科技园', '南山医院', '桂庙路口']"
72413,深圳市新华投资集团,"['年底双薪', '专项奖金', '股票期权', '通讯津贴']",新华投资股份,150-500人,
27228,深圳市通拓科技有限公司,"['年底双薪', '节日礼物', '技能培训', '带薪年假']",TOMTOP,500-2000人,
6730,TCL多媒体有限公司,"['五险一金', '年底双薪', '绩效奖金', '通讯津贴']",TCL多媒体,2000人以上,
93409,深圳市乐士网络有限公司,"['年底双薪', '带薪年假', '美女多', '五险一金']",乐士网络,50-150人,
56032,深圳大尚网络技术有限公司,"['节日礼物', '带薪年假', '岗位晋升', '帅哥多']",大尚网络,150-500人,"['竹子林', '车公庙', '香蜜湖']"
81165,华润置地有限公司,"['带薪年假', '绩效奖金', '岗位晋升', '管理规范']",华润置地,2000人以上,"['蔡屋围', '宝安南路沿线', '中信广场']"
148732,深圳威马逊信息技术有限公司,"['股票期权', '带薪年假', '绩效奖金', '美女多']",学票,150-500人,
11921,同策房产咨询股份有限公司,"['年底双薪', '节日礼物', '技能培训', '绩效奖金']",同策咨询,2000人以上,
137777,怡和祥云（深圳）信息技术有限公司广州分公司,,怡和祥云,150-500人,"['科技园', '科技园', '南头']"
108801,博远（澄迈）科技有限公司,"['带薪年假', '定期体检', '弹性工作', '五险一金']",新浪分期,150-500人,
27382,深圳市海豚村信息技术有限公司,"['股票期权', '扁平管理', '美女多', '专项奖金']",海豚村,150-500人,"['科技园', '科技园', '大冲']"
144993,深圳市潘多拉虚拟与现实科技有限公司,"['科技企业', '高速发展']",VR潘多拉,少于15人,['西丽']
97596,深圳市云之星科技有限公司,"['节日礼物', '年底双薪', '股票期权', '专项奖金']",云之星,50-150人,
22582,深圳点点科技,"['节日礼物', '岗位晋升', '管理规范', '领导好']",点点,50-150人,"['科技园', '南山医院', '大冲']"
126153,深圳市宝润兴业互联网信息服务有限公司,,深圳宝润兴业,150-500人,"['华侨城', '竹子林']"
41562,深圳艺讯广告有限公司,"['技能培训', '年底双薪', '专项奖金', '带薪年假']",深圳艺讯广告有限公司,50-150人,
105325,深圳天道计然金融服务有限公司,"['节日礼物', '股票期权', '带薪年假', '岗位晋升']",有用分期,2000人以上,"['科技园', '大冲', '深圳湾']"
28967,深圳市康拓普信息技术有限公司,"['绩效奖金', '五险一金', '通讯津贴', '带薪年假']",康拓普,500-2000人,"['景田', '香蜜湖', '下梅林']"
78730,广州傲程软件技术有限公司,"['节日礼物', '带薪年假', '绩效奖金', '年度旅游']",傲程软件,50-150人,
20765,启捷（北京）信息技术有限公司,"['绩效奖金', '年底双薪', '五险一金', '带薪年假']",启捷（北京）信息技术有限公司,500-2000人,"['香蜜湖', '景田', '莲花北村']"
95529,深圳云天励飞技术有限公司,"['节日礼物', '股票期权', '带薪年假', '年度旅游']",云天励飞,50-150人,"['上步', '中信广场', '华强北']"
92615,小花互联网金融服务（深圳）有限公司,"['节日礼物', '专项奖金', '带薪年假', '绩效奖金']",小花金服,50-150人,"['科技园', '深圳湾', '大冲']"
37099,百度时代网络技术(北京)有限公司,"['弹性工作', '五险一金', '节日礼物', '带薪年假']",百度,2000人以上,
38987,亿达信息技术有限公司深圳分公司,"['免费班车', '绩效奖金', '年度旅游', '管理规范']",亿达信息深圳分公司,2000人以上,
128980,丝路亿商信息技术有限公司,,丝路亿商,15-50人,"['海上世界', '蛇口', '招商大厦']"
117741,深圳市思源计算机软件有限公司,"['年底双薪', '带薪年假', '定期体检', '节日礼物']",思源软件,150-500人,"['科技园', '深圳湾', '白石洲']"
126251,广州千寻货运代理有限公司,,摆渡人,50-150人,"['科技园', '大冲', '南山医院']"
121886,深圳卷皮网络科技有限公司,"['年底双薪', '带薪年假', '定期体检', '午餐补助']",卷皮,500-2000人,"['科技园', '科技园', '大冲']"
66326,广东美的制冷设备有限公司,"['带薪年假', '年终分红', '交通补助', '五险一金']",美的智慧家居研究院,50-150人,"['科技园', '桂庙路口', '南油']"
47577,深圳敏捷开源科技有限公司,"['技能培训', '专项奖金', '带薪年假', '绩效奖金']",敏捷软件,50-150人,
27569,花样年集团（中国）有限公司,"['绩效奖金', '年度旅游', '岗位晋升', '定期体检']",花样年,2000人以上,"['保税区', '益田村', '皇岗']"
48704,深圳市蓝泰源信息技术股份有限公司,"['技能培训', '节日礼物', '专项奖金', '带薪年假']",蓝泰源,50-150人,
39900,招商基金管理有限公司,"['节日礼物', '带薪年假', '年度旅游', '扁平管理']",招商基金,150-500人,"['车公庙', '香蜜湖', '竹子林']"
59420,康宏财务投资管理（北京）有限公司,"['专才引入计划', '带薪年假', '绩效奖金', '晋升空间大']",康宏中国,500-2000人,"['华强北', '振华路', '上步']"
149624,深圳前海全景财经信息有限公司,"['年底双薪', '年终分红', '交通补助', '午餐补助']",前海全景财经,500-2000人,['上步']
103290,深圳市联新移动医疗科技有限公司,"['年底双薪', '股票期权', '带薪年假', '扁平管理']",联新科技,50-150人,"['蛇口', '南油']"
36963,中国惠普有限公司,"['节日礼物', '技能培训', '带薪年假', '绩效奖金']",中国惠普-企业服务事业部 HP-ES,2000人以上,"['坂田', '万科城']"
85589,优腹,"['节日礼物', '带薪年假', '绩效奖金', '岗位晋升']",优腹,15-50人,"['坂田', '万科城']"
65412,深圳市合众融网络信息技术有限公司,"['节日礼物', '年底双薪', '带薪年假', '绩效奖金']",合众融,50-150人,['滢水山庄']
18671,西艾（广州）软件开发有限公司,"['绩效奖金', '五险一金', '带薪年假', '免费班车']",日立咨询中国研发中心,150-500人,
25449,中英融贯资讯（武汉）有限公司,"['带薪年假', '岗位晋升', '管理规范', '帅哥多']",融贯资讯,150-500人,
16177,广州云移信息科技有限公司,"['股票期权', '岗位晋升', '扁平管理', '领导好']",掌贝（云移科技）,500-2000人,"['车公庙', '香蜜湖']"
149905,深圳市星航智能科技发展有限公司,,星航智能,2000人以上,"['民治', '锦绣江南']"
16883,广东翼卡车联网服务有限公司,"['专项奖金', '绩效奖金', '通讯津贴', '午餐补助']",E-CAR,150-500人,"['科技园', '南山医院', '南头']"
23215,甲骨文,"['专项奖金', '绩效奖金', '五险一金', '通讯津贴']",Oracle,2000人以上,
32912,深圳市虎瑞科技有限公司,"['技能培训', '年底双薪', '股票期权', '带薪年假']",虎瑞科技,50-150人,"['科技园', '南山医院', '深圳湾']"
67677,深圳市核聚创新科技有限公司,"['技能培训', '节日礼物', '绩效奖金', '岗位晋升']",深圳市海数互联科技有限公司,50-150人,"['科技园', '大冲', '白石洲']"
34600,深圳市理奥网络技术有限公司,"['世界500强', '每周运动', '五险一金', '双休']",LEOMASTER,50-150人,"['科技园', '大冲']"
21565,杰为软件系统（深圳）有限公司,"['绩效奖金', '五险一金', '节日礼物', '定期体检']",杰为软件,150-500人,"['科技园', '大冲', '深圳湾']"
88708,深圳雁联计算系统有限公司,"['技能培训', '专项奖金', '带薪年假', '岗位晋升']",雁联计算,500-2000人,"['车公庙', '下沙']"
41851,深圳市方直科技股份有限公司,"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",方直科技,150-500人,"['科技园', '科技园', '深圳湾']"
72616,保千里视像科技集团,"['节日礼物', '年底双薪', '员工关怀', '岗位晋升']",保千里,2000人以上,"['南油', '海王大厦', '后海']"
115024,北京中方信富投资管理咨询有限公司深圳分公司,"['绩效奖金', '带薪年假', '专项奖金', '股票期权']",北京中方信富投资管理咨询有限公司深圳分公司,50-150人,"['科技园', '科技园', '大冲']"
54269,深圳前海信息技术有限公司,"['带薪年假', '年度旅游', '五险一金', '定期体检']",前海信息,50-150人,
52768,武汉佰钧成技术有限责任公司,"['带薪年假', '管理规范', '五险一金', '商业保险']",佰钧成技术,2000人以上,
103850,惠普企业服务有限公司,"['节日礼物', '免费班车', '带薪年假', '年度旅游']",HPE,2000人以上,
43868,深圳市嘉德永丰开发科技股份有限公司,"['年底双薪', '节日礼物', '技能培训', '发展好']",嘉德永丰,150-500人,['西丽']
109517,深圳前海艾智信科技有限公司,,艾智信科技,15-50人,"['科技园', '大冲', '深圳湾']"
17671,深圳市先创数字技术有限公司,"['绩效奖金', '五险一金', '通讯津贴', '交通补助']",先创数字,50-150人,"['科技园', '深圳湾', '大冲']"
38079,深圳市臻络科技有限公司,"['无限发展空间', '期权激励', '激情团队氛围', '顶级办公环境']",GYENNO,50-150人,
53781,深圳联合国际船舶代理有限公司,"['技能培训', '年底双薪', '免费班车', '带薪年假']",SUNISCO,50-150人,['科技园']
156979,深圳市英可瑞科技股份有限公司,,英可瑞,500-2000人,['坂田']
136733,深圳腾跃商务有限公司,"['年底双薪', '股票期权', '专项奖金', '年终分红']",腾跃商务,50-150人,"['坂田', '万科城']"
93575,沃尔玛（中国）投资有限公司,,Walmart China,2000人以上,
84613,深圳市中智博科技有限公司,"['年底双薪', '专项奖金', '带薪年假', '岗位晋升']",智博科技,15-50人,"['科技园', '科技园', '大冲']"
23863,深圳天源迪科信息技术股份有限公司,"['年底双薪', '节日礼物', '技能培训', '绩效奖金']",天源迪科,2000人以上,"['蔡屋围', '宝安南路沿线', '东门']"
46121,亿磐系统（深圳）有限公司,,EPAM Systems,2000人以上,
120028,深圳市明睿投资管理咨询有限公司,,明睿投资,50-150人,
124904,深圳市华测计量技术有限公司,,CTI华测计量,2000人以上,
139160,上海沫晋科技发展有限公司,"['绩效奖金', '定期体检', '通讯津贴', '专项奖金']",沫晋科技,150-500人,"['大冲', '科技园', '白石洲']"
29366,北京易动纷享科技有限责任公司,"['节日礼物', '技能培训', '带薪年假', '年度旅游']",纷享逍客,2000人以上,
14113,通标标准技术服务（上海）有限公司,"['年终分红', '交通补助', '带薪年假', '节日礼物']",SGS通标,2000人以上,"['坂田', '万科城']"
62026,深圳市赛格车圣智联科技有限公司,"['年底双薪', '免费班车', '专项奖金', '带薪年假']",车圣智联,50-150人,
58407,日立咨询（中国）有限公司,"['节日礼物', '带薪年假', '绩效奖金', '岗位晋升']",日立咨询中国,2000人以上,"['坂田', '万科城']"
39410,深圳前海力泽金融控股有限公司,"['技能培训', '节日礼物', '带薪年假', '岗位晋升']",深圳前海力泽金融控股有限公司,50-150人,"['皇岗', '福华新村', '岗厦']"
87078,华为技术有限公司2012实验室,"['免费班车', '股票期权', '绩效奖金', '美女多']",华为,2000人以上,['万科城']
104952,链家网深圳分公司,"['节日礼物', '技能培训', '带薪年假', '绩效奖金']",深圳链家网,2000人以上,"['车公庙', '香蜜湖']"
136005,深圳市招银前海金融资产交易中心有限公司,,招银前海金融,50-150人,"['科技园', '大冲', '科技园']"
111974,深圳市创客家科技有限公司,,创客家科技,15-50人,"['民治', '潜龙花园']"
138931,深圳爱飞扬信息科技有限公司,,爱飞扬,150-500人,"['车公庙', '香蜜湖']"
155801,武汉掌游科技有限公司深圳分公司,,武汉掌游科技,15-50人,['白石洲']
6826,深圳巨灵信息技术有限公司,"['岗位晋升', '六险一金', '节日礼物', '年度旅游']",巨灵财经,150-500人,"['华强北', '上步', '振华路']"
48873,南京烽火星空通信发展有限公司,"['年底双薪', '股票期权', '带薪年假', '绩效奖金']",南京烽火星空,500-2000人,
132598,深圳市楼氏文化传播有限公司,"['带薪年假', '朝十晚六', '颜值极高', '环境高大上']",楼氏传播,50-150人,
131529,深圳市钱诚互联网金融研究院,,深圳市钱诚互联网金融研究院,15-50人,
79317,棕榈园林股份有限公司,,棕榈幸福家社区服务有限公司,2000人以上,['科技园']
112346,深圳前海鹏元数据技术有限公司,"['年底双薪', '股票期权', '带薪年假', '交通补助']",鹏元数据技术,15-50人,"['车公庙', '香蜜湖']"
24977,北京深度沟通广告有限公司,"['岗位晋升', '扁平管理', '领导好', '年底双薪']",DEEP深度沟通,50-150人,
54935,深圳市利讯互联网金融服务有限公司,"['年底双薪', '股票期权', '带薪年假', '绩效奖金']",股票先机,15-50人,"['南山医院', '桂庙路口', '南油']"
101496,深圳市金宇阳光文化发展有限公司,"['节日礼物', '带薪年假', '岗位晋升', '年度旅游']",金宇阳光,50-150人,"['沙尾', '新洲', '益田村']"
140573,深圳市创宏未来软件技术有限公司,,创宏未来,50-150人,"['民治', '潜龙花园']"
62123,深圳奇迹智慧网络有限公司,"['节日礼物', '专项奖金', '股票期权', '带薪年假']",奇迹智慧,50-150人,"['火车站', '东门', '国贸']"
38881,三甲信息咨询有限公司,"['技能培训', '美女多', '领导好', '年度出国游']",KAB China,50-150人,"['岗厦', '莲花二村', '莲花三村']"
122655,深圳市规划国土房产信息中心,"['年底双薪', '带薪年假', '定期体检', '绩效奖金']",深圳市规土委信息中心,150-500人,"['香蜜湖', '景田', '下梅林']"
24421,深圳亚联财小额贷款有限公司,"['年底双薪', '五险一金', '带薪年假', '定期体检']",亚联财小额贷款,500-2000人,"['车公庙', '沙头', '上沙']"
134370,深圳市大数据研究与应用协会,,深圳市大数据研究与应用协会,少于15人,"['保税区', '皇岗', '益田村']"
273,深圳市探娱互动科学文化有限公司,"['游戏是科学的', '手机游戏发行', '股票期权', '年度旅游']",探娱互动科学@游戏发行,50-150人,
20043,武汉佰钧成技术有限责任公司,"['岗位晋升', '绩效奖金', '技能培训', '补充医疗']",脉山龙,2000人以上,
114603,中国信息通信研究院,"['年终分红', '绩效奖金', '带薪年假', '午餐补助']",中国信通院,2000人以上,"['皇岗', '岗厦', '莲花二村']"
102366,深圳星医科技有限公司,"['专项奖金', '带薪年假', '扁平管理', '领导好']",星医科技,15-50人,"['岗厦', '福华新村', '莲花三村']"
20857,晨星资讯（深圳）有限公司,"['年底双薪', '绩效奖金', '五险一金', '带薪年假']",晨星Morningstar,500-2000人,
114369,深圳市名通科技股份有限公司,"['弹性工作', '13-15薪', '节日礼物', '领导好']",名通科技,150-500人,"['南山医院', '南头', '科技园']"
34009,深圳市新元素医疗技术开发有限公司,"['绩效奖金', '交通补助', '午餐补助', '通讯津贴']",新元素医疗技术开发,500-2000人,"['竹子林', '华侨城', '桃源村']"
4838,安邦保险集团股份有限公司,"['绩效奖金', '专项奖金', '五险一金', '通讯津贴']",安邦保险集团,2000人以上,
3786,普信恒业科技发展（北京）有限公司,"['管理规范', '技能培训', '扁平管理', '弹性工作']",宜信,2000人以上,
6616,友众信业金融信息服务（上海）有限公司北京朝阳投资咨询分公司,"['年底双薪', '绩效奖金', '五险一金', '交通补助']",友信,2000人以上,"['三元桥', '亮马桥', '左家庄']"
9365,成都西山居互动娱乐科技有限公司珠海分公司,"['绩效奖金', '股票期权', '专项奖金', '年底双薪']",西山居游戏,2000人以上,"['中关村', '双安', '双榆树']"
54634,北京译泰教育科技有限公司,"['领导好', '技能培训', '五险一金', '交通补助']",译泰教育,50-150人,"['望京', '来广营']"
55446,链家网（北京）科技有限公司,"['股票期权', '带薪年假', '绩效奖金', '扁平管理']",链家网,500-2000人,"['上地', '马连洼', '西二旗']"
29605,大公国际资信评估有限公司,"['技能培训', '带薪年假', '绩效奖金', '岗位晋升']",大公国际,500-2000人,"['亮马桥', '三元桥', '燕莎']"
280,北京畅游天下网络技术有限公司,"['节日礼物', '技能培训', '带薪年假', '岗位晋升']",畅游,2000人以上,"['八角', '古城', '老山']"
18941,同心医联科技(北京)有限公司,"['技能培训', '年度旅游', '岗位晋升', '扁平管理']",同心医联,50-150人,"['五道口', '清华大学', '中关村']"
142642,星宇恒达(北京)国际管理投资有限公司,"['绩效奖金', '弹性工作', '领导好', '岗位晋升']",星宇恒达,50-150人,['朝外']
104601,百度外卖,"['带薪年假', '岗位晋升', '领导好', '通讯津贴']",百度外卖,500-2000人,
7182,北京尚佳崇业教育科技有限公司,"['绩效奖金', '专项奖金', '五险一金', '带薪年假']",尚德机构,500-2000人,"['来广营', '望京']"
5754,北京严肃科技有限公司,"['股票期权', '绩效奖金', '五险一金', '带薪年假']",ENJOY,150-500人,"['三里屯', '工体', '团结湖']"
29770,亿阳信通股份有限公司北京分公司,"['技能培训', '节日礼物', '专项奖金', '带薪年假']",亿阳信通,2000人以上,
8103,北京车之家信息技术有限公司,"['技能培训', '节日礼物', '带薪年假', '绩效奖金']",汽车之家,2000人以上,"['中关村', '苏州街', '苏州桥']"
110720,北京华中投资有限公司,"['弹性工作', '技能培训', '管理规范', '节日礼物']",华中投资,150-500人,"['团结湖', '三里屯', '工体']"
93925,凯泰铭科技(北京)有限公司,"['节日礼物', '股票期权', '带薪年假', '岗位晋升']",凯泰铭,50-150人,"['十里堡', '四惠', '八里庄']"
65747,北京红象云腾系统技术有限公司,"['年底双薪', '股票期权', '扁平管理', '五险一金']",红象云腾,15-50人,['西北旺']
740,时趣互动（北京）科技有限公司,"['弹性工作', '免费咖啡', '年终奖金', '交通补助']",时趣social-touch,500-2000人,"['双井', '南磨房', '劲松']"
54374,北京至信普林科技有限公司,"['技能培训', '带薪年假', '绩效奖金', '岗位晋升']",普林科技,50-150人,['西北旺']
122253,北京中怡康时代市场研究有限公司,"['年底双薪', '绩效奖金', '定期体检', '带薪年假']",中怡康时代,50-150人,"['建外大街', '国贸', 'CBD']"
27129,巧达科技（北京）有限公司,"['工作居住证', '股票期权', '五险一金', '弹性工作']",巧达数据,50-150人,
59251,北京蜜莱坞网络科技有限公司,"['年底双薪', '专项奖金', '股票期权', '带薪年假']",映客直播,500-2000人,"['望京', '大山子', '花家地']"
22821,北京云识图信息技术有限公司,"['技能培训', '节日礼物', '股票期权', '带薪年假']",云识图,15-50人,"['中关村', '五道口', '清华大学']"
7600,北京腾云天下科技有限公司,"['股票期权', '精英团队', '扁平管理', '海量数据']",TalkingData,150-500人,"['东直门', '三里屯', '左家庄']"
16249,北京艾德思奇科技有限公司,"['技能培训', '节日礼物', '绩效奖金', '岗位晋升']",艾德思奇adSage,500-2000人,"['北航', '学院路', '知春路']"
29299,北京优捷信达信息科技有限公司,"['技能培训', '带薪年假', '绩效奖金', '岗位晋升']",优捷信达,50-150人,"['十里堡', '甘露园', '高碑店']"
87042,量子数聚（北京）科技有限公司,"['带薪年假', '定期体检', '五险一金', '双休日']",量子数聚,50-150人,"['远大路', '世纪城', '四季青']"
19801,北京易车互联信息技术有限公司,"['周末双休', '七险一金', '定期体检', '各类培训健全']",易车（NYSE:BITA）,2000人以上,
131973,五矿电子商务有限公司,"['专项奖金', '年底双薪', '带薪年假', '股票期权']",五阿哥,150-500人,"['安贞', '安华', '和平里']"
56379,人民视讯文化有限公司,"['节日礼物', '带薪年假', '绩效奖金', '岗位晋升']",人民视讯,50-150人,"['燕莎', '亮马桥', '三元桥']"
146804,北京天眼互联科技有限公司,"['股票期权', '定期体检', '互联网保险', '弹性工作']",天眼互联,少于15人,
81114,神州优车股份有限公司,"['上市公司', '技术交流', '专项奖金', '股票期权']",神州优车集团,2000人以上,"['将台路', '花家地', '望京']"
21643,北京融联世纪信息技术有限公司,"['股票期权', '专项奖金', '通讯津贴', '带薪年假']",融360,500-2000人,"['中关村', '苏州街', '苏州桥']"
84883,沃民高新科技（北京）股份有限公司,"['股票期权', '带薪年假', '扁平管理', '管理规范']",沃民高新科技北京股份有限公司,50-150人,"['中关村', '人民大学', '当代']"
145001,中家卓智（北京）传媒科技有限公司,"['五险一金', '技能培训']",智享乐居,15-50人,"['雍和宫', '北新桥', '和平里']"
23727,同方知网（北京）技术有限公司,"['美女多多', '带薪年假', '绩效奖金', '岗位晋升']",知网,2000人以上,"['西三旗', '清河', '小营']"
138874,紫梧桐（北京）资产管理有限公司,,蛋壳公寓,150-500人,"['朝阳门', '东四', '朝外']"
