positionId,city,companyId,firstType,secondType,education,industryField,positionAdvantage,positionName,positionLables,salary,workYear
2193309,上海,47049,设计,数据分析,本科,金融,有钱力~可持续性发展,数据分析师,"['分析师', '数据分析', '数据']",15k-30k,3-5年
2292959,上海,143671,设计,数据分析,大专,移动互联网,良好发展平台、福利补贴优厚,数据分析师,"['分析师', '数据分析', '数据']",5k-10k,3-5年
1933735,上海,10215,技术,后端开发,本科,游戏,五险一金，补充医疗，餐费补贴，美女多,BI数据分析师,"['分析师', '数据分析', '数据', 'BI']",15k-30k,3-5年
1355888,上海,41258,技术,后端开发,硕士,金融,良好的发展前景,大数据分析师,"['分析师', '大数据', '数据分析', '数据']",15k-30k,3-5年
2153048,上海,114788,技术,后端开发,大专,金融,十四薪、年度旅游、健康体检、节日福利等,大数据研发工程师,"['大数据', '数据']",10k-15k,3-5年
1747298,上海,55581,技术,后端开发,本科,"移动互联网,O2O",大平台 高挑战 高成长,大数据开发工程师,"['大数据', '数据库', '数据']",15k-25k,3-5年
2362898,上海,35713,市场与销售,数据分析,本科,企业服务,"业内最专业,行业精英,大平台",行业分析师,"['商业', '分析师']",10k-18k,3-5年
2054478,上海,40644,技术,后端开发,本科,"移动互联网,数据服务",薪资福利好，发展空间大，与技术牛人共事,大数据工程师,"['大数据', '数据']",20k-35k,3-5年
2578157,上海,84717,开发/测试/运维类,数据开发,本科,"移动互联网,游戏",新媒体上市,大数据研发工程师,"['爬虫', '数据分析', '数据挖掘', '大数据', '数据']",15k-20k,3-5年
2547759,上海,50702,开发/测试/运维类,数据开发,本科,"移动互联网,O2O","发展空间大,团队氛围佳",数据分析工程师,"['数据分析', '数据挖掘', '数据']",20k-25k,3-5年
2145798,上海,40103,技术,企业软件,本科,电子商务,数据化运营，氛围好，扁平化管理，提高快,高级数据分析师,"['分析师', '数据分析', '数据']",10k-18k,3-5年
2529731,上海,51480,技术,DBA,本科,移动互联网,带团队，待遇优惠，机遇与挑战并存,资深数据分析师,"['分析师', '数据分析', '数据']",18k-32k,3-5年
1873533,上海,73604,技术,后端开发,本科,金融,公司福利好 晋升空间大,大数据挖掘分析岗,"['大数据', '数据挖掘', '数据', '算法']",18k-35k,3-5年
2406491,上海,1738,技术,后端开发,本科,"移动互联网,金融",无限发挥空间，快来跟牛逼的团队一起战斗！,大数据开发工程师,"['大数据', '数据库', '数据']",15k-25k,3-5年
2338955,上海,55581,设计,用户研究,本科,"移动互联网,O2O","业内最专业,数据可视化,大平台",行业分析师,['分析师'],10k-18k,3-5年
1735794,上海,35713,技术,后端开发,本科,企业服务,大平台 大数据 高薪资,大数据开发工程师,"['大数据', '数据库', '数据']",18k-30k,3-5年
687857,上海,70718,技术,后端开发,本科,电子商务,吃饭停车回家 旅游股票医疗 返利为你准备好,数据研发工程师,['数据'],15k-30k,3-5年
1677554,上海,114788,技术,后端开发,本科,金融,十四薪、年度旅游、健康体检、节日福利,Hadoop/大数据研发工程师,"['大数据', '数据']",15k-20k,3-5年
2495824,上海,36849,技术,后端开发,本科,电子商务,"成熟平台,大流量电商,技术氛围好,发展空间大",大数据工程师,"['大数据', '数据']",16k-22k,3-5年
1617249,上海,36009,技术,DBA,本科,移动互联网,有爱的同事，温馨的氛围，期待一见倾心的你,BI数据分析师,"['分析师', '数据分析', '数据', 'BI']",8k-15k,3-5年
2224322,上海,111512,技术,高端技术职位,本科,"移动互联网,数据服务",股权激励、年终奖金、绩效奖金、岗位晋升,大数据开发工程师,"['大数据', '数据库', '数据']",15k-25k,3-5年
2576316,上海,144194,开发/测试/运维类,数据开发,大专,移动互联网,老板nice，福利满满,数据分析工程师,"['数据分析', '数据']",15k-20k,3-5年
2557574,上海,52315,技术,后端开发,本科,"数据服务,文化娱乐",极客多 硅谷式办公环境 重要部门,Video++大数据开发工程师,"['大数据', '数据库', '数据']",20k-30k,3-5年
2168392,上海,95439,技术,后端开发,大专,"移动互联网,企业服务",快速发展,资深数据分析师,"['分析师', '数据分析', '数据']",10k-15k,3-5年
1476011,上海,3112,市场与销售,市场/营销,本科,"移动互联网,教育",核心业务 top在线教育 期权激励,业务分析师,['分析师'],15k-18k,3-5年
2574369,上海,107784,开发/测试/运维类,数据开发,本科,"电子商务,移动互联网",年底双薪，包吃住,数据分析,"['数据分析', '数据']",15k-30k,3-5年
2152900,上海,114788,技术,后端开发,大专,金融,十四薪、年度旅游、健康体检、节日福利等,大数据技术专员,"['大数据', '数据']",10k-15k,3-5年
1735535,上海,55581,技术,后端开发,本科,"移动互联网,O2O",大平台 大数据 大挑战,大数据工程师,"['大数据', '数据']",16k-28k,3-5年
2399490,上海,5918,技术,后端开发,本科,"电子商务,旅游",14薪，员工内部价旅游，定期团建,中级大数据开发工程师,"['大数据', '数据库', '数据']",15k-20k,3-5年
2555703,上海,112408,技术,后端开发,本科,"移动互联网,金融",公司氛围好 发展平台好,大数据开发高级工程师,"['大数据', '数据库', '数据']",18k-28k,3-5年
2188769,上海,3038,技术,后端开发,本科,数据服务,大数据行业、六险一金、技术大咖,高级大数据开发工程师（上海-静安区）,"['大数据', '数据库', '数据']",15k-30k,3-5年
1929942,上海,82229,市场与销售,市场/营销,不限,移动互联网,"弹性时间,做五休二,公司氛围好,年终奖金",数据分析主管,"['数据分析', '数据']",8k-15k,3-5年
2521536,上海,23177,技术,后端开发,本科,金融,"大牛多,技术导向,扁平管理,工作环境好",数据工程师-SH2917,['数据'],15k-25k,3-5年
2266624,上海,127357,技术,后端开发,本科,"移动互联网,医疗健康",14薪,大数据软件工程师,"['大数据', '数据', '软件']",20k-30k,3-5年
2439906,上海,51480,运营,运营,本科,移动互联网,完善的职业发展通道,高级数据分析师,"['分析师', '数据分析', '数据']",10k-15k,3-5年
1733587,上海,35713,市场与销售,市场/营销,本科,企业服务,大平台 大数据 高成长 高挑战,数据分析专家,"['数据分析', '数据']",15k-30k,3-5年
2366702,上海,70718,技术,后端开发,本科,电子商务,吃饭停车回家 旅游股票医疗 返利为你准备好,数据研发工程师,['数据'],15k-25k,3-5年
2243981,上海,21218,技术,后端开发,本科,金融,老板好，项目有前途，环境高大上,数据开发工程师,"['大数据', '数据库', '数据']",15k-25k,3-5年
2250807,上海,103258,技术,DBA,本科,"移动互联网,金融",旅游+股票+年终奖+高收益理财,数据仓库,"['数据仓库', '数据']",15k-30k,3-5年
1200890,上海,8581,技术,后端开发,本科,移动互联网,知名平台，可视化发展，诱惑力薪资,数据分析,"['数据分析', '数据']",20k-30k,3-5年
2539371,上海,34482,开发/测试/运维类,数据开发,本科,"移动互联网,医疗健康",弹性工作,数据可视化分析经理,"['可视化', '数据挖掘', '数据']",15k-30k,3-5年
2461460,上海,55581,市场与销售,数据分析,本科,"移动互联网,O2O","业内最专业,上升空间大,大平台,决策支持",数据分析师（人力资源或财务经验优先）,"['商业', '分析师', '数据分析', '财务', '人力资源', '数据']",12k-20k,3-5年
1930109,上海,82229,运营,运营,大专,移动互联网,"弹性时间,做五休二,年终奖金,公司氛围好",数据分析专员,"['数据分析', '数据']",8k-15k,3-5年
1868509,上海,3038,技术,后端开发,本科,数据服务,发挥空间 团队氛围 技术交流 福利完善,大数据开发工程师,"['大数据', '数据库', '数据']",15k-25k,3-5年
2376025,上海,112408,技术,后端开发,本科,"移动互联网,金融",扁平管理 公司氛围好,大数据开发经理,"['大数据', '数据库', '数据']",25k-45k,3-5年
1631433,上海,36719,技术,后端开发,本科,"移动互联网,数据服务",绩效奖金 年终奖 双休 五险一金,大数据研发工程师,"['大数据', '数据']",18k-25k,3-5年
2025008,上海,18971,技术,数据开发,本科,移动互联网,弹性工作 午餐补助 交通补助 年度旅游,数据工程师,"['数据挖掘', '数据']",15k-25k,3-5年
1593619,上海,49893,技术,企业软件,大专,"电子商务,数据服务",国内第一家农业生鲜供应链解决方案运营商,大数据工程师,"['大数据', '数据']",13k-25k,3-5年
1532642,上海,34683,技术,后端开发,硕士,金融,C轮 技术金融 零食饮料 补充医疗保险 体检,机器学习/大数据工程师,"['大数据', '机器学习', '数据']",15k-30k,3-5年
2577312,上海,14155,开发/测试/运维类,数据开发,大专,"移动互联网,数据服务",五险一金，通讯补贴，年度调薪,大数据开发工程师,"['高级', '中级', 'hadoop', '大数据', '数据库', '数据']",15k-30k,3-5年
1823673,上海,128072,技术,后端开发,本科,"移动互联网,电子商务","公司前景好,团队氛围好,老板是暖男",Hadoop、spark（大数据高级工程师）,"['大数据', '数据']",15k-25k,3-5年
2551965,上海,120247,开发/测试/运维类,数据开发,本科,金融,15薪,大数据开发,"['大数据', '数据挖掘', '数据库', '数据']",20k-40k,3-5年
2445747,上海,26962,运营,运营,本科,金融,"五险一金,餐补,带薪年假,节日福利",嘉银数据 咨询顾问,"['产品', '顾问', '咨询', '咨询顾问', '数据']",30k-50k,3-5年
2556781,上海,24102,技术,管理岗,本科,移动互联网,技术氛围好，发展空间巨大,高级大数据工程师,"['大数据', '管理岗', '数据']",20k-35k,3-5年
2247199,上海,40270,职能,财务,本科,移动互联网,"弹性工作,员工福利,氛围轻松",FP&amp;A 财务分析师,"['分析师', '财务']",8k-15k,3-5年
2492425,上海,35686,技术,DBA,本科,金融,"餐补,交通补贴,通讯补贴,节日福利",DBA数据工程师,"['数据库', 'DBA', '数据']",15k-20k,3-5年
2182375,上海,23348,技术,DBA,大专,电子商务,人性化管理+亲情1+1+预上市公司,大数据开发工程师,"['大数据', '数据库', '数据']",20k-30k,3-5年
2473555,上海,10821,技术,后端开发,本科,"移动互联网,电子商务",成熟平台 福利齐全 领导nice 技术导向,大数据开发,"['大数据', '后端开发', '数据库', '数据']",20k-30k,3-5年
2410303,上海,45315,产品,产品经理/产品设计师,本科,金融,行业领先 互联网金融 福利多多,业务分析师,"['分析师', '产品经理']",15k-20k,3-5年
2521424,上海,23177,技术,后端开发,本科,金融,"大牛多,技术导向,扁平管理,工作环境好",高级数据工程师-SH2916,['数据'],18k-27k,3-5年
2393438,上海,6648,产品,产品经理/产品设计师,本科,移动互联网,"每周下午茶,文体活动,晋升空间,五险一金",需求分析师（上海）,"['分析师', '产品经理', '需求分析']",10k-20k,3-5年
2352104,上海,110636,技术,数据开发,本科,"数据服务,企业服务",新产品，新挑战！五险一金、带薪年假、餐补,大数据工程师,"['大数据', '数据挖掘', '数据']",15k-30k,3-5年
2396663,上海,103258,技术,DBA,本科,"移动互联网,金融","有竞争力的,股票,年终奖,高收益理财",数据仓库工程师,"['数据仓库', '数据']",15k-30k,3-5年
1418363,上海,86068,技术,前端开发,本科,"企业服务,其他",新平台 新机遇 新挑战,需求分析师,"['分析师', '产品', '需求分析']",8k-15k,3-5年
1939498,上海,48392,市场与销售,市场/营销,硕士,旅游,国际创业文化，超级棒的工作环境,数据专家,['数据'],15k-30k,3-5年
2133605,上海,28025,技术,管理岗,本科,"金融,数据服务",领导nice 工作有成就感 发展平台大,大数据工程师,"['大数据', '管理岗', '数据']",12k-24k,3-5年
357262,上海,228,技术,后端开发,不限,移动互联网,产品导向 国际化团队 营养三餐 各种福利,数据工程师,['数据'],10k-20k,3-5年
2144660,上海,15083,技术,后端开发,本科,"移动互联网,数据服务",五险一金 ，立即上岗，团队气氛轻松,数据仓库工程师,"['数据仓库', '数据']",10k-20k,3-5年
2581838,上海,115444,开发/测试/运维类,数据开发,本科,"教育,移动互联网",五险一金 待遇可谈,大数据应用开发工程师,"['中级', 'BI', '大数据', '数据']",8k-15k,3-5年
2558525,上海,38744,技术,后端开发,不限,金融,弹性工作，补充公积金,高级数据研发工程师,['数据'],12k-20k,3-5年
2528312,上海,43016,运营,运营,不限,"电子商务,O2O",公司前景好，平台大机会多,数据分析主管(003632),"['数据分析', '数据']",10k-15k,3-5年
1476000,上海,3112,产品,产品经理,本科,"移动互联网,教育",五险一金;期权激励;弹性工作;绩效奖金,数据产品经理,"['产品经理', '产品', '数据']",20k-30k,3-5年
2427825,上海,10821,技术,后端开发,大专,"移动互联网,电子商务","年终奖金,绩效奖金,餐饮补贴,定期体检",大数据开发,"['大数据', '后端开发', '数据库', '数据']",20k-30k,3-5年
2329083,上海,30533,技术,管理岗,大专,"移动互联网,O2O",丰收年终奖、五险一金、环境舒适、优秀期权,架构师（大数据方向）,"['大数据', '架构师', '数据']",20k-30k,3-5年
2541778,上海,2768,运营,运营,本科,"移动互联网,O2O","六险一金,扁平管理,专业团队,绩效奖金",数据分析高级经理,"['数据分析', '数据']",15k-25k,3-5年
2016579,上海,119356,技术,DBA,本科,"移动互联网,企业服务",超级扁平不打卡+各种福利补贴奖金,数据开发工程师,"['大数据', '数据库', '数据']",15k-25k,3-5年
2483195,上海,55644,技术,后端开发,本科,"移动互联网,广告营销","公司发展好,年终奖,五险一金,弹性工作",大数据架构师,"['大数据', '架构师', '数据']",15k-30k,3-5年
2339073,上海,84717,技术,软件开发,本科,"移动互联网,游戏",新媒体上市,数据服务开发工程师,"['数据', 'BI']",10k-20k,3-5年
2345078,上海,23333,技术,后端开发,本科,电子商务,福利待遇，上升空间，年假,大数据工程师,"['大数据', '数据']",20k-25k,3-5年
2227570,上海,27155,金融,投融资,本科,金融,五险一金、节假福利、带薪年假、晋升通畅,业务分析师,['分析师'],10k-20k,3-5年
2484413,上海,152100,技术,数据开发,硕士,"移动互联网,数据服务",核心技术研发，专业导师，发展空间大,数据分析工程师,"['数据分析', '数据挖掘', '数据']",8k-15k,3-5年
1873322,上海,51480,技术,数据开发,本科,移动互联网,弹性工作制，独立团队，待遇优厚,数据分析师（风控方向）,"['风险控制', '分析师', '数据分析', '数据挖掘', '数据']",15k-30k,3-5年
2580776,上海,18971,开发/测试/运维类,数据开发,本科,移动互联网,弹性工作 午餐补助 交通补助 年度旅游 班车,数据安全工程师,"['高级', '数据', '安全']",13k-26k,3-5年
2435549,上海,39398,技术,后端开发,本科,"移动互联网,企业服务","技术氛围,技术驱动,环境年轻,福利多多",数据工程师,['数据'],10k-20k,3-5年
2079297,上海,52315,产品,产品经理,本科,"数据服务,文化娱乐",硅谷式办公环境 技术型公司 多次团建,Video++产品经理（数据方向）,"['产品经理', '产品', '数据']",12k-20k,3-5年
2521576,上海,23177,技术,后端开发,本科,金融,"大牛多,技术导向,扁平管理,工作环境好",高级数据仓库工程师-SH2919,"['数据仓库', '数据']",18k-27k,3-5年
2542880,上海,145468,金融类,管理岗,本科,"移动互联网,电子商务","有好看妹子,有加班补贴",大数据开发工程师,"['大数据', '数据库', '管理岗', '数据']",20k-40k,3-5年
2548628,上海,107784,技术,高端技术职位,本科,"电子商务,移动互联网",千万级用户APP 平台发展快 团队年轻有活力,大数据平台开发工程师,"['平台', '大数据', '数据']",20k-40k,3-5年
1396279,上海,42899,技术,后端开发,本科,"移动互联网,硬件",小米生态产业链企业，外资背景，年底双薪,数据工程师,['数据'],18k-35k,3-5年
2462406,上海,34683,技术,后端开发,本科,金融,C轮 技术金融 美式氛围 无限量零食饮料,数据建模工程师,"['数据', '建模']",15k-25k,3-5年
1735911,上海,122536,设计,用户研究,本科,"移动互联网,电子商务",五险一金、双休、国家法定节假日,大数据开发工程师,"['大数据', '数据库', '数据']",10k以上,3-5年
2323464,上海,125976,技术,DBA,本科,"数据服务,移动互联网",优秀团队、股权期权、弹性工作、福利津贴,大数据工程师,"['大数据', '数据']",15k-25k,3-5年
2581968,上海,124007,产品/需求/项目类,数据分析,大专,"移动互联网,数据服务",一起奋斗,大数据架构师/Hadoop,"['大数据', '架构师', 'hadoop', '数据']",15k-25k,3-5年
704259,上海,5918,运营,运营,本科,"电子商务,旅游",平台大，待遇优厚,数据分析,"['数据分析', '数据']",13k-15k,3-5年
2406064,上海,54816,技术,后端开发,本科,移动互联网,年底双薪、弹性工作、各项补贴和福利,数据仓库工程师,"['数据仓库', '数据']",15k-25k,3-5年
2144235,上海,22128,技术,数据开发,本科,金融,带薪年假、五险一金、节假日福利、零食畅吃,数据工程师,"['数据挖掘', '数据']",15k-23k,3-5年
2254547,上海,30356,市场与销售,数据分析,本科,电子商务,五险一金 过年过节费等,市场数据分析,"['商业', '数据分析', '数据']",10k-15k,3-5年
2361652,上海,5778,技术,后端开发,本科,移动互联网,"高并发,互联网",高级数据平台开发,"['平台', '数据']",15k-25k,3-5年
2093160,上海,67532,技术,后端开发,本科,"移动互联网,金融","大数据,期权,年假,年终奖",大数据开发工程师,"['大数据', '数据库', '数据']",15k-25k,3-5年
1145222,上海,62777,技术,后端开发,本科,"移动互联网,数据服务",工作氛围佳；优秀团队；公司发展前景好,大数据系统架构师,"['大数据', '架构师', '数据', '系统']",40k-50k,3-5年
2417806,上海,17291,技术,后端开发,本科,文化娱乐,"技术氛围好,五险一金,弹性工作,带薪年假",大数据开发,"['大数据', '数据库', '数据']",15k-30k,3-5年
2195019,上海,30356,运营,运营,本科,电子商务,薪资可谈,二手房业务数据分析,"['数据分析', '数据']",8k-15k,3-5年
2083059,上海,15257,金融,风控,本科,"移动互联网,O2O","股票期权,带薪年假,五险一金,扁平管理",数据建模主管,"['风控', '数据', '建模']",12k-24k,3-5年
2195369,上海,4950,技术,后端开发,不限,"电子商务,金融","领导好,平台大,薪资福利好",数据开发工程师,"['大数据', '数据库', '数据']",10k-20k,3-5年
2573643,上海,124039,开发/测试/运维类,数据开发,本科,"金融,移动互联网",科技银行,数据开发平台开发工程师,"['数据分析', '数据挖掘', '大数据', '数据库', '数据', '平台']",20k-35k,3-5年
2192147,上海,51480,技术,软件开发,本科,移动互联网,大牛团队，待遇好,资深数据分析师（风控管理部）,"['风险控制', '分析师', '数据分析', '数据', 'BI']",18k-30k,3-5年
2317725,上海,26505,技术,运维安全,本科,移动互联网,交通便利 带薪假期 快速发展平台 高福利,高级数据仓库工程师(AWS Redshift),"['数据仓库', '数据']",15k-30k,3-5年
1094068,上海,15375,技术,后端开发,本科,移动互联网,良好的薪酬和发展空间,大数据工程师,"['大数据', '数据']",15k-30k,3-5年
2417953,上海,44807,技术,数据开发,本科,"金融,数据服务","机器学习,大数据,科技金融,年底双薪",数据仓库工程师,"['数据仓库', '数据挖掘', '数据']",13k-25k,3-5年
1843930,上海,28014,技术,企业软件,本科,移动互联网,大数据分析C轮，丰厚期权，巨大成长空间,大数据实施工程师,"['大数据', '实施', '数据']",12k-18k,3-5年
2532373,上海,23108,产品,产品经理/产品设计师,本科,移动互联网,14-16薪 弹性工时 绩效奖金 免费工作餐,数据产品经理,"['产品经理', '产品', '数据']",15k-22k,3-5年
2545203,上海,3820,技术,后端开发,大专,"移动互联网,电子商务",五险一金 培训发展 平台大 免费早餐,需求分析师,"['分析师', '后端开发', '需求分析']",12k-18k,3-5年
2004460,上海,72838,技术,数据开发,大专,"移动互联网,社交网络",轻松办公环境、无限零食、桌球、乒乓球,数据采集/网络爬虫工程师,"['爬虫', '数据挖掘', '数据']",12k-20k,3-5年
975367,上海,87333,技术,后端开发,不限,"移动互联网,企业服务",弹性工作，有竞争力的薪资，健身房,大数据工程师 （高级）,"['大数据', '数据']",15k-25k,3-5年
1817183,上海,30830,产品,产品经理/产品设计师,本科,"移动互联网,文化娱乐",哔哩哔哩,数据产品经理,"['产品经理', '产品', '数据']",15k-25k,3-5年
2357437,上海,118276,技术,后端开发,本科,金融,"固定16薪,补充公积金,商业保险,现金津贴",数据开发工程师,"['大数据', '数据库', '数据']",15k-25k,3-5年
2571993,上海,107784,开发/测试/运维类,数据开发,本科,"电子商务,移动互联网",丰厚年终奖，期权，包吃住,高级数据架构师,"['数据分析', '搜索', '算法', '数据挖掘', '推荐', 'BI']",20k-40k,3-5年
2411607,上海,51480,技术,后端开发,本科,移动互联网,福利待遇好，发展空间大,数据仓库工程师,"['数据仓库', '数据']",15k-25k,3-5年
2539664,上海,153758,技术,后端开发,本科,"移动互联网,电子商务",安个家直招,数据仓库工程师,"['数据仓库', '后端开发', '数据']",15k-25k,3-5年
2312329,上海,66311,产品,产品经理,本科,"移动互联网,金融","团队拔尖,福利完善",产品经理（大数据信贷授信）,"['产品经理', '大数据', '信贷', '产品', '数据']",15k-30k,3-5年
2158031,上海,119356,技术,管理岗,本科,"移动互联网,企业服务",不打卡+地铁旁+零食咖啡聚餐旅游+晋升奖金,大数据平台架构师,"['平台', '大数据', '架构师', '数据']",25k-35k,3-5年
2576636,上海,121646,开发/测试/运维类,后端开发,大专,"移动互联网,电子商务",周末双休不加班 互联网行业 公司氛围佳,算法工程师（NTFS数据恢复）,"['后端开发', 'C/C++', 'linux', '客户端', '算法', 'windows']",20k-30k,3-5年
2422712,上海,622,运营,运营,本科,"移动互联网,O2O",团队氛围好，发展空间大,运营数据分析师,"['用户', '分析师', '运营', '数据分析', '数据']",15k-30k,3-5年
2581812,上海,1403,产品/需求/项目类,产品设计/需求分析,本科,"电子商务,O2O","团队氛围好,待遇优,年终奖,免费零食",数据产品经理,"['高级', '产品经理', '产品', '数据']",15k-25k,3-5年
1947391,上海,30830,设计,用户研究,本科,"移动互联网,文化娱乐","用户研究,用户体验,分析策略,二次元",用户体验分析师,['分析师'],12k-20k,3-5年
472390,上海,22321,技术,后端开发,本科,"数据服务,文化娱乐",技术大牛多，国外outing，弹性工作等,数据平台开发工程师,"['平台', '数据']",15k以上,3-5年
2390690,上海,14983,职能,财务,本科,"移动互联网,游戏",上市公司，发展潜力好,财务分析师,"['分析师', '财务']",8k-15k,3-5年
354772,上海,23277,产品,产品经理,大专,"企业服务,数据服务",长风破浪会有时，直挂云帆济沧海,产品助理 产品需求分析师,"['分析师', '产品', '需求分析']",10k-20k,3-5年
2574422,上海,40197,开发/测试/运维类,运维安全,本科,"移动互联网,企业服务","B轮融资,期权丰厚,奖金丰厚,前景佳",数据工程师（助理DBA）,"['DBA', '数据库', '数据']",15k-25k,3-5年
2424425,上海,28369,技术,DBA,大专,"移动互联网,金融",五险一金，旅游，专业培训，年终奖金,数据仓库,"['数据仓库', '数据']",12k-15k,3-5年
1862863,上海,40092,技术,数据开发,本科,"移动互联网,金融",薪资优渥有期权，扁平化管理,数据科学家,"['数据挖掘', '数据']",15k-30k,3-5年
2480053,上海,36719,技术,后端开发,本科,"移动互联网,数据服务",拟A股上市，一流技术团队，优厚的薪资福利,分布式开发工程师 （大数据方向）,"['大数据', '数据']",20k-35k,3-5年
2272368,上海,83866,产品,产品经理,本科,"企业服务,数据服务",大数据行业 发展前景好,产品经理（数据方向）,"['产品经理', '产品', '数据']",15k-25k,3-5年
2400903,上海,22321,产品,产品经理/产品设计师,本科,"数据服务,文化娱乐",大数据方向领先产品 给力的研发团队,数据产品经理,"['产品经理', '产品', '数据']",13k-25k,3-5年
2252617,上海,56723,技术,数据开发,本科,移动互联网,高底薪、期权激励、弹性工作、施展空间大,大数据研发总监,"['大数据', '数据挖掘', '数据']",15k-30k,3-5年
1871437,上海,23277,产品,产品经理,大专,"企业服务,数据服务",扁平化管理 牛人团队,产品需求分析师,"['分析师', '产品', '需求分析']",12k-18k,3-5年
2136371,上海,73043,市场与销售,数据分析,本科,"金融,数据服务",良好的晋升空间，弹性工作时间,大数据研究高级顾问/经理/高级经理,"['商业', '大数据', '顾问', '数据']",20k-40k,3-5年
1680915,上海,622,技术,数据开发,本科,"移动互联网,O2O",团队氛围好，福利待遇有竞争力,基础数据 _ 数据仓库工程师,"['数据仓库', '数据挖掘', '数据']",15k-30k,3-5年
2567456,上海,79044,产品,产品经理,大专,电子商务,"五险一金,车贴,饭贴,季度奖",需求分析师,,10k-15k,3-5年
1764114,上海,1638,技术,后端开发,本科,"移动互联网,O2O",海量数据 分布式,大数据存储工程师,"['大数据', '数据']",20k-35k,3-5年
958898,上海,27155,产品,产品经理,大专,金融,十三薪 良好的发展空间和团队氛围 餐补,需求分析师,"['分析师', '需求分析']",12k-18k,3-5年
2189237,上海,51480,产品,产品经理/产品设计师,本科,移动互联网,团队氛围好，大家一起high，公司平台大,资深数据产品经理,"['产品经理', '产品', '数据']",15k-25k,3-5年
2282466,上海,56444,技术,运维安全,本科,"移动互联网,金融",平台发展好，即将上市，技术大牛,高级数据研发工程师,"['数据仓库', '数据']",15k-25k,3-5年
2573153,上海,36009,开发/测试/运维类,数据开发,本科,移动互联网,"愉快的氛围,有爱的同事,扁平化管理",资深BI分析师,['SQL'],15k-25k,3-5年
2157733,上海,22128,技术,数据开发,本科,金融,带薪年假、五险一金、节假日福利、零食畅吃,数据工程师-大数据/数据库,"['大数据', '数据挖掘', '数据库', '数据']",15k-23k,3-5年
1070337,上海,27155,技术,DBA,本科,金融,良好的团队氛围和个人发展 十三薪,数据架构师,"['架构师', '数据']",15k-25k,3-5年
2411603,上海,51480,技术,后端开发,本科,移动互联网,福利待遇佳，发展空间大,数据建模工程师,"['数据', '建模']",15k-25k,3-5年
2163615,上海,2002,技术,数据开发,本科,"移动互联网,电子商务",最cool的产品+最cool的团队+最给力的￥,数据工程师-数据抓取,"['数据挖掘', '数据']",10k-20k,3-5年
2510892,上海,13163,设计,数据分析,本科,移动互联网,平台 带薪年假 五险一金 餐补,商业分析师,"['分析师', '数据分析', 'BI']",20k-25k,3-5年
2450471,上海,98049,技术,数据开发,本科,"电子商务,企业服务","高福利,股票,期权",数据工程师,"['数据挖掘', '数据']",20k-40k,3-5年
2486729,上海,67532,金融,风控,本科,"移动互联网,金融","期权奖励,弹性工作,丰厚补贴,旅游计划",大数据策略总监,"['大数据', '风控', '策略', '数据']",25k-35k,3-5年
1992837,上海,28706,技术,高端技术职位,本科,移动互联网,待遇从优,大数据工程师,"['大数据', '数据']",13k-26k,3-5年
2239165,上海,121222,技术,后端开发,大专,"移动互联网,电子商务","JAVAE,JS",JAVAEE（大数据研发方向）,"['大数据', '数据']",15k-30k,3-5年
2253641,上海,8250,运营,运营,本科,"电子商务,旅游",五险两金+绩效奖金+年终奖,产品经理（偏数据分析）,"['产品经理', '数据分析', '产品', '数据']",8k-15k,3-5年
2440391,上海,150868,技术,后端开发,本科,"移动互联网,文化娱乐",急急急！！,数据平台开发工程师,"['平台', '数据']",16k-30k,3-5年
2559225,上海,19241,产品,产品经理/产品设计师,本科,"电子商务,O2O",周末双休 年终奖 上市公司 福利优厚,数据产品经理,"['产品经理', '产品', '数据']",10k-20k,3-5年
658395,上海,22321,技术,高端技术职位,本科,"数据服务,文化娱乐",弹性工作制、国外旅游、免费早餐、下午茶等,大数据系统架构工程师,"['大数据', '架构师', '数据', '系统']",20k以上,3-5年
2418911,上海,45767,技术,运维安全,大专,医疗健康,上市公司、股权激励、发展空间大,数据仓库,"['数据仓库', '数据']",10k-20k,3-5年
2551123,上海,38786,产品/需求/项目类,产品经理/产品设计师,本科,"电子商务,企业服务","大数据+,发展前景好,福利待遇优,靠谱团队",数据产品经理,"['产品经理', '产品', '数据']",18k-25k,3-5年
2432927,上海,10821,产品,产品经理/产品设计师,本科,"移动互联网,电子商务",薪资优、福利全、平台大,大数据产品经理,"['产品经理', '大数据', '产品', '数据']",20k-35k,3-5年
2342996,上海,51480,技术,DBA,本科,移动互联网,标配mac，机械键盘，人体力学座椅,高级数据仓库工程师,"['数据仓库', '数据']",18k-30k,3-5年
2576689,上海,69152,产品/需求/项目类,产品设计/需求分析,本科,"移动互联网,金融","五险一金,定期体检,年度涨薪",需求分析师,,15k-25k,3-5年
2123889,上海,138925,技术,后端开发,本科,金融,股权激励,数据分析,"['数据分析', '数据']",20k-25k,3-5年
2250711,上海,41486,产品,产品经理/产品设计师,不限,"电子商务,广告营销","优秀团队,快速发展,弹性工作,零食饮料",数据产品经理,"['产品经理', '产品', '数据']",10k-20k,3-5年
2427809,上海,10821,技术,后端开发,大专,"移动互联网,电子商务","年终奖金,绩效奖金,餐饮补贴,定期体检",大数据架构,"['大数据', '后端开发', '架构师', '数据']",30k-60k,3-5年
