web-scraper-order,web-scraper-start-url,link,link-href,department,job_title,salary,work_place,work_year,education,work_type,position_label,publish_time,job_advantage,job_desc,work_addr,company_name,company_industry,company_state,company_scale,company_page
"1526575898-891","https://www.lagou.com/jobs/list_%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E5%B8%88?city=%E6%9D%AD%E5%B7%9E","数据开发工程师
                        
                            
                                
                                    
                                        [滨江区]","https://www.lagou.com/jobs/4381509.html","汇金智融研发中心招聘","数据开发工程师","10k-18k","/杭州 /","经验3-5年 /","本科及以上 /","全职","ETL
                                        数据仓库
                                        BI","2018-05-09  发布于拉勾网","互联网金融,年终奖,定期体检,加班费","1）三年以上数据仓库开发工作经验；熟悉SQL等编程语言，熟悉数据仓库开发流程和相关理论知识；   
     2）有模型设计和TD开发经验者优先；有银行业务系统的开发经验优先
     3）工作踏实认真、责任心强，具备良好的学习能力，能够承受工作压力；
     4） 具备良好团队协作精神及沟通能力。","杭州 -
                    滨江区
                                            - 诺基亚大厦
                                                            查看地图","汇金智融
                                                    
                    拉勾认证企业","移动互联网,电子商务
                领域","上市公司
                发展阶段","150-500人
                规模","http://www.freekingsoft.com
                公司主页"
"1526579143-1009","https://www.lagou.com/jobs/list_%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E5%B8%88?city=%E6%9D%AD%E5%B7%9E","数据分析经理
                        
                            
                                
                                    [长河]","https://www.lagou.com/jobs/4434624.html","瑞勤数据招聘","数据分析经理","8k-16k","/杭州 /","经验不限 /","本科及以上 /","全职","数据分析
                                        大数据
                                        数据挖掘","1天前  发布于拉勾网","12天年假,六险一金,技能培训,数据服务","为金融和政府行业客户开发数据分析解决方案，包括针对客户获取，信审决策，账户管理，拖欠催收等的评分系统和商业智能解决方案。
2. 对于海量数据进行数据清理，分析和评估。
3. 能够为客户开发数据分析方案，包括统计模型的建立，商业智能方案的开发，包括从设计，开发到实施的过程。
4. 能够将分析结果用书面文字和口头的方法进行技术性和非技术性的人员进行顺畅的交流。
5. 能够用有效的方法对于统计模型方案的实施进行核实和验证。
6. 能够为销售和市场营销人员提供数据分析来帮助售前。
7. 能对现有产品提供改进方案，并协助数据类和分析类新产品的开发。

任职要求：
职位要求：
1. 有较强的数据清理，评估，统计模型和分析能力或者一年以上相关经验，SAS和Unix系统操作经验。
2. 学士以上学位，硕士以上更佳，统计，数学相关学科。
3. 能够有效地执行分析类项目。
4. 突出的口头交流和文字表达能力，能够将分析方法论和结果进行有效交流。
5. 要有高度责任心，团队精神，和讲演能力。
6.有过团队管理经验，能够带领团队完成项目的实施工作
7.适应出差","杭州 -
                    滨江区 -
                    长河
                                            - 长河街道79号B座210室
                                                            查看地图","瑞勤数据
                                                    
                    拉勾认证企业","金融,数据服务
                领域","未融资
                发展阶段","15-50人
                规模","http://www.reetian.com/
                公司主页"
"1526574799-693","https://www.lagou.com/jobs/list_%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E5%B8%88?city=%E6%9D%AD%E5%B7%9E","大数据开发工程师
                        
                            
                                
                                    
                                        [余杭区]","https://www.lagou.com/jobs/4139397.html","鸟瞰智能研发部招聘","大数据开发工程师","9k-18k","/杭州 /","经验1-3年 /","本科及以上 /","全职","高级
                                        spark
                                        hadoop
                                        数据挖掘
                                        人工智能
                                        大数据","3天前  发布于拉勾网","项目制,晋升制,亲和CEO,多福利","岗位职责：

1、负责公司数据仓库搭建、数据模型设计和开发；                   2、负责推荐系统引擎的开发，推荐系统相关转化率的优化；
3、承担数据抽取、清洗、转化等数据处理程序开发以及大数据分布式应用系统服务端开发（需求开发、故障解决和性能优化等）；
4、各个系统平台指标数据挖掘。


岗位要求:
1，本科或以上学历，计算机专业，2年以上大数据项目开发经验。
2，熟练java,python 语言，具有Hadoop/Spark，以及kafka、flume,hbase、hive、zookeeper等大数据生态圈实际开发经验。
3，熟悉搜索引擎(solr,es)和推荐系统框架(mathout,librec等)。
4，熟练mysql以及数据库设计，熟悉mongo,redis等nosql数据库，熟悉数据仓库基础理论。
5，有较强的沟通表达能力，善于学习，能迅速理解产品需求；有较强的责任心和事业心，能够自我驱动。","杭州 -
                    余杭区
                                            - 文一西路998号海创园1号楼1306B
                                                            查看地图","鸟瞰智能
                                                    
                    拉勾认证企业","企业服务,移动互联网
                领域","A轮
                发展阶段","获田溯宁先生天使投资(天使轮)，完成Pre-A千万级融资(A轮)
                投资机构","50-150人
                规模"
"1526576239-959","https://www.lagou.com/jobs/list_%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E5%B8%88?city=%E6%9D%AD%E5%B7%9E","数据分析专家
                        
                            
                                
                                    [仓前]","https://www.lagou.com/jobs/4465873.html","橙鹰数据智能部招聘","数据分析专家","20k-35k","/杭州 /","经验不限 /","学历不限 /","全职","专家
                                        总监
                                        资深
                                        数据分析
                                        SPSS
                                        SQL","3天前  发布于拉勾网","阿里旗下,大牛云集,大数据技术,福利待遇好","岗位职责：
1.负责数据分析团队，建立数据化运营及决策体系，并推进数据服务商业化；

2.负责公司业务发展分析，提供数据决策支持；

3.负责产品及业务分析，建立业务指标监控体系，发现业务问题，并给出行动建议，以推动业务成长；

4.深入理解公共安全业务，从用户的角度思考问题，通过数据分析，找出业务价值点，推动建立数据化服务；
岗位要求：
1、统计学、数学、计算机等相关专业，5年以上数据分析或数据处理等相关经验；

2、熟练使用Excel、SQL、SPSS/SAS、Powerpoint等工具， 良好的数据敏感度,能从海量数据提炼核心结果，有丰富的数据分析、发觉、清洗和建模经验，能独立编写商业数据分析报告，熟悉互联网安全或公共安全优先；

4、有团队管理经验，拥有良好的沟通能力和团队协作能力，具有跨团队的推进项目的能力；

5、为人正直，正能量，乐于面对挑战，思维活跃，善于创新，具备钻研精神","杭州 -
                    余杭区 -
                    仓前
                                            - 未来科技城海创园4号楼908室
                                                            查看地图","橙鹰
                                                    
                    拉勾认证企业","数据服务
                领域","不需要融资
                发展阶段","150-500人
                规模","http://baike.baidu.com/it...
                公司主页"
"1526574729-679","https://www.lagou.com/jobs/list_%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E5%B8%88?city=%E6%9D%AD%E5%B7%9E","大数据开发工程师
                        
                            
                                
                                    
                                        [拱墅区]","https://www.lagou.com/jobs/4504456.html","凯宇信息招聘","大数据开发工程师","10K-15K","/杭州 /","经验3-5年 /","本科及以上 /","全职","高级
                                        数据分析
                                        数据挖掘
                                        机器学习
                                        深度学习
                                        推荐","2018-05-02  发布于拉勾网","高速发展期.诚招有能力,有理想的人","1.3年以上JAVA软件开发经验
2.熟练掌握Hadoop、Hive、Hbase、zookeeper、kafka等分布式框架；
3.对数学以及算法有一定的研究，了解数据挖掘相关算法；
4.熟悉Spark、Storm相关环境和工作原理，有相关的平台的实战经验,hadoop/Spark 调优、统计学知识的优先；
5.熟练掌握Linux环境，有shell编程能力；
6.掌握或了解非结构化数据,使用过至少一种Nosql的开源产品，并真正用于项目；
7.参与过中大型大数据项目的架构和设计的优先考虑；具有应用大数据技术处理TB级以上数据的项目开发经验者优先；
8.对海量数据的分析、挖掘有浓厚兴趣，有海量数据处理经验;","杭州 -
                    拱墅区 -
                    
                                            - 科园路55号天瑞国际
                                                            查看地图","凯宇信息
                                                    
                    拉勾未认证企业","移动互联网 社交网络
                领域","A轮
                发展阶段","15-50人
                规模","www.topjoytec.com
                公司主页"
"1526575518-815","https://www.lagou.com/jobs/list_%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E5%B8%88?city=%E6%9D%AD%E5%B7%9E","数据仓库工程师
                        
                            
                                
                                    
                                        [余杭区]","https://www.lagou.com/jobs/4106307.html","大搜车研发中心招聘","数据仓库工程师","10k-20k","/杭州 /","经验1-3年 /","本科及以上 /","全职","后端开发
                                        数据开发
                                        建模
                                        大数据
                                        数据仓库","2天前  发布于拉勾网","大平台,成长空间大,弹性工作,扁平化","【岗位职责】
1. 负责公司数据仓库架构的设计、建模、开发；
2. 负责元数据、指标库、，数据质量的整合和监控；
3. 抽象公司业务场景，做通用的系统支持。


【任职要求】
1. 计算机相关专业本科及以上学历；
2. 了解维度建模方法论，熟悉数据仓库架构，有实际项目开发经验；
3. 有 TB 级别数据的处理经验；
4. 数据敏感，沟通能力强。


职位编号：07-01-50","杭州 -
                    余杭区
                                            - 五常大道175号
                                                            查看地图","大搜车
                                                    
                    拉勾认证企业","移动互联网,O2O
                领域","D轮及以上
                发展阶段","红杉资本(B轮)，晨兴资本领投(A轮)，美国华平投资集团、香港鼎珮投资集团、锴明投资、佐誉资本、海通国际、宜信新金融产业投资基金、晨兴资本(D轮及以上)，蚂蚁金服、神州租车(C轮)
                投资机构","2000人以上
                规模"
"1526575603-832","https://www.lagou.com/jobs/list_%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E5%B8%88?city=%E6%9D%AD%E5%B7%9E","数据仓库工程师
                        
                            
                                
                                    
                                        [江干区]","https://www.lagou.com/jobs/3427004.html","贝贝网招聘","数据仓库工程师","15k-30k","/杭州 /","经验3-5年 /","本科及以上 /","全职","云计算
                                        数据开发
                                        数据仓库
                                        大数据
                                        信息安全","3天前  发布于拉勾网","行业发展前景好、技术氛围佳、项目有挑战","岗位描述
1. 负责企业级数据仓库架构设计、建模以及ETL开发，构建可扩展的数据仓库解决方案；
2.负责公司日常运营报表开发维护，和业务及分析部门沟通协作，提供多层面数据服务；
3.提供完善的数据保障体系，包括元数据管理、数据质量、数据安全等；
岗位要求
1. 计算机或相关专业本科及以上学历 
2. 具有丰富的数据开发经验，对数据处理、数据建模、数据分析等有深刻认识和实战经验
3. 熟悉SQL，有一定的SQL性能优化经验
4. 熟练掌握Java语言，MapReduce编程，脚本语言Shell/Python/Perl之一
5. 业务理解力强，对数据、新技术敏感，对云计算、大数据技术充满热情
6. 积极乐观、诚信、有责任心；具备强烈的进取心、求知欲及团队合作精神","杭州 -
                    江干区
                                            - 杭州市江干区九盛路9号东方电子商务园12栋贝贝大楼
                                                            查看地图","贝贝网
                                                    
                    拉勾认证企业","电子商务
                领域","D轮及以上
                发展阶段","500-2000人
                规模","http://www.beibei.com
                公司主页"
"1526575613-834","https://www.lagou.com/jobs/list_%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E5%B8%88?city=%E6%9D%AD%E5%B7%9E","数据开发工程师
                        
                            
                                
                                    [江南]","https://www.lagou.com/jobs/4563233.html","汇金智融招聘","数据开发工程师","8k-16k","/杭州 /","经验1-3年 /","本科及以上 /","全职","初级
                                        数据分析
                                        数据库
                                        银行
                                        ETL
                                        数据仓库","09:45  发布于拉勾网","周末双休,五险一金,年终奖","深入掌握DB2、ORACLE、TD等任一种关系型数据库开发和SQL性能优化技术，熟悉数据仓库技术。
    2). 1年及以上数据仓库开发或数据库开发经验。
    3). 工作踏实认真、责任心强，具备良好的学习能力，能够承受工作压力；
    4). 具备良好团队协作精神及沟通能力。
    5). 有银行项目经验者优先。","杭州 -
                    滨江区 -
                    江南
                                            - 杭州市滨江区信诚路567号高新产业大楼B座
                                                            查看地图","汇金智融
                                                    
                    拉勾认证企业","移动互联网,电子商务
                领域","上市公司
                发展阶段","150-500人
                规模","http://www.freekingsoft.com
                公司主页"
"1526575873-886","https://www.lagou.com/jobs/list_%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E5%B8%88?city=%E6%9D%AD%E5%B7%9E","大数据开发工程师
                        
                            
                                
                                    [天水]","https://www.lagou.com/jobs/3093085.html","浙报集团产品研发招聘","大数据开发工程师","10k-20k","/杭州 /","经验3-5年 /","本科及以上 /","全职","hadoop
                                        数据挖掘
                                        大数据
                                        Java","09:41  发布于拉勾网","最美食堂,国企福利","学历：本科及以上
专业：计算机或相关专业
年限：四年以上Java大数据开发经验
经验：
1、有较强的责任心并具有一定的抗压能力，具备良好的团队合作精神，较强的沟通协调能力；
2、善于学习，对业务有浓厚的兴趣，能够快速理解业务，能够独立与业务人员进行有效沟通；
3、熟悉Java/Scala程序开发(至少一种)，熟悉Linux/Unix开发环境，具有扎实的j2se基础，注重代码规范、代码执行效率，善用设计模式；
4、熟悉常用开源分布式系统，Hadoop/Hive/Spark/Yarn，熟练掌握主流Spark框架，熟悉主流NoSQL数据库；
5、熟悉Hadoop、流式计算、任务协同管理、YARN资源管理、多线程并发及通讯编程；
6、熟悉数据仓库原理，熟悉SQL语言。
7、熟悉机器学习常用相关开源框架，如Mahout、MLlib、Trident等优先；","杭州 -
                    下城区 -
                    天水
                                            - 体育场路178号
                                                            查看地图","浙报集团
                                                    
                    拉勾认证企业","移动互联网,文化娱乐
                领域","不需要融资
                发展阶段","2000人以上
                规模","http://www.8531.cn
                公司主页"
"1526576249-961","https://www.lagou.com/jobs/list_%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E5%B8%88?city=%E6%9D%AD%E5%B7%9E","IT数据分析专员
                        
                            
                                
                                    
                                        [江干区]","https://www.lagou.com/jobs/4457423.html","杭州悠可IT招聘","IT数据分析专员","5k-8k","/杭州 /","经验1年以下 /","本科及以上 /","全职","初级
                                        数据分析
                                        SQL
                                        Java","09:23  发布于拉勾网","发展前景,双休","职责描述：
1、根据业务部门提供数据挖掘和报表支持
2、支持业务部门的问题分析及财务对账
3、支持业务优化的系统开发及维护工作
 
职位要求：
1、计算机及相关专业本科及以上学历，有1年以上工作经验
2、熟悉MySQL、MS SQL、PostgreSQl等数据库，熟练掌握SQL语言
3、熟悉PHP、.Net等开发语言并熟练掌握一门开发语言
4、有较强的业务理解及分析能力，能够独立的根据业务需求完成相关功能开发及报表制作
5、积极主动，有较强的责任心，沟通能力强，有较强的团体合作精神","杭州 -
                    江干区
                                            - 下沙6号大街21号大街600号海外留学人员创业园
                                                            查看地图","杭州悠可
                                                    
                    拉勾认证企业","电子商务
                领域","上市公司
                发展阶段","500-2000人
                规模","http://www.uco.com
                公司主页"
"1526575323-776","https://www.lagou.com/jobs/list_%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E5%B8%88?city=%E6%9D%AD%E5%B7%9E","大数据工程师
                        
                            
                                
                                    
                                        [滨江区]","https://www.lagou.com/jobs/4407918.html","火石创造大数据部门招聘","大数据工程师","15k-25k","/杭州 /","经验3-5年 /","本科及以上 /","全职","中级
                                        spark
                                        hadoop
                                        数据挖掘
                                        大数据","10:26  发布于拉勾网","平台大,医健行业,大数据,趋势","岗位职责：
1. 负责数据仓库和大数据处理模块的架构设计和开发；
2. 负责基于Spark技术的海量数据的处理、分析、统计、挖掘工作；
3. 基于Spark框架的数据仓库的设计，开发，维护；
4. 根据需求使用Spark Streaming和Spark SQL进行数据处理、查询、统计等工作。
1、负责基于ElasticSearch相关产品的配置及开发上线；
2、负责对ElasticSearch优化，提升数据操作效率；
3、对产品中出现的与ElasticSearch相关的技术问题提供支持；
4、负责Elasticsearch自动化运维系统和监控系统开发。


岗位要求：
1、本科及以上学历，计算机专业背景；
3、熟练掌握ElasticSearch，熟悉搜索引擎中的常用算法；
4、熟悉Java，熟悉elasticsearch日常使用方法的使用者优先；
1. 熟悉Spark相关技术，至少有1年的Spark开发经验；
4. 有过海量数据系统开发经验者优先；
5、有两年以上ElasticSearch环境维护或开发经验，能够独立分析问题和解决","杭州 -
                    滨江区
                                            - 智慧e谷
                                                            查看地图","火石创造
                                                    
                    拉勾认证企业","医疗健康
                领域","A轮
                发展阶段","华盖资本、树兰医疗(A轮)
                投资机构","50-150人
                规模"
